cluster_id	member_id	source_group	length	cross_group_cluster
spaS30_000000009554	spaS30_000000009554	spaS30	3248	0
spaS30_000000009555	spaS30_000000009555	spaS30	3247	0
spaS30_000000009556	spaS30_000000009556	spaS30	3247	0
spaS30_000000009557	spaS30_000000009557	spaS30	3246	0
spaS30_000000009558	spaS30_000000009558	spaS30	3246	0
spaS30_000000009559	spaS30_000000009559	spaS30	3246	0
spaS30_000000009560	spaS30_000000009560	spaS30	3245	0
spaS30_000000009561	spaS30_000000009561	spaS30	3245	0
spaS30_000000009562	spaS30_000000009562	spaS30	3244	0
spaS30_000000009563	spaS30_000000009563	spaS30	3244	0
spaS30_000000009564	spaS30_000000009564	spaS30	3244	0
spaS30_000000009565	spaS30_000000009565	spaS30	3243	1
spaS30_000000009565	spaS37_000000009314	spaS37	3144	1
spaS30_000000009565	spaS222_000000008240	spaS222	3194	1
spaS30_000000009566	spaS30_000000009566	spaS30	3243	0
spaS30_000000009567	spaS30_000000009567	spaS30	3243	1
spaS30_000000009567	spaS222_000000008363	spaS222	3144	1
spaS30_000000009568	spaS30_000000009568	spaS30	3242	0
spaS30_000000009569	spaS30_000000009569	spaS30	3241	0
spaS30_000000009570	spaS30_000000009570	spaS30	3241	0
spaS30_000000009571	spaS30_000000009571	spaS30	3241	0
spaS30_000000009572	spaS30_000000009572	spaS30	3241	0
spaS30_000000009573	spaS30_000000009573	spaS30	3241	0
spaS30_000000009574	spaS30_000000009574	spaS30	3241	0
spaS30_000000009575	spaS30_000000009575	spaS30	3240	1
spaS30_000000009575	spaS37_000000009126	spaS37	3204	1
spaS30_000000009575	spaS222_000000009504	spaS222	2716	1
spaS30_000000009576	spaS30_000000009576	spaS30	3240	0
spaS30_000000009577	spaS30_000000009577	spaS30	3240	0
spaS30_000000009578	spaS30_000000009578	spaS30	3240	0
spaS30_000000009579	spaS30_000000009579	spaS30	3240	0
spaS30_000000009580	spaS30_000000009580	spaS30	3240	1
spaS30_000000009580	mh_p110_000000015900	mh_p110	3208	1
spaS30_000000009581	spaS30_000000009581	spaS30	3239	0
spaS30_000000009583	spaS30_000000009583	spaS30	3238	0
spaS30_000000009584	spaS30_000000009584	spaS30	3238	0
spaS30_000000009585	spaS30_000000009585	spaS30	3238	0
spaS30_000000009586	spaS30_000000009586	spaS30	3238	0
spaS30_000000009587	spaS30_000000009587	spaS30	3237	0
spaS30_000000009588	spaS30_000000009588	spaS30	3237	0
spaS30_000000009589	spaS30_000000009589	spaS30	3237	0
spaS30_000000009590	spaS30_000000009590	spaS30	3237	0
spaS30_000000009591	spaS30_000000009591	spaS30	3236	0
spaS30_000000009593	spaS30_000000009593	spaS30	3236	0
spaS30_000000009594	spaS30_000000009594	spaS30	3236	0
spaS30_000000009595	spaS30_000000009595	spaS30	3236	0
spaS30_000000009597	spaS30_000000009597	spaS30	3234	0
spaS30_000000009598	spaS30_000000009598	spaS30	3234	0
spaS30_000000009599	spaS30_000000009599	spaS30	3233	0
spaS30_000000009600	spaS30_000000009600	spaS30	3233	0
spaS30_000000009601	spaS30_000000009601	spaS30	3233	0
spaS30_000000009602	spaS30_000000009602	spaS30	3233	0
spaS30_000000009603	spaS30_000000009603	spaS30	3232	1
spaS30_000000009603	spaS37_000000009272	spaS37	3159	1
spaS30_000000009604	spaS30_000000009604	spaS30	3232	0
spaS30_000000010205	spaS30_000000010205	spaS30	3065	0
spaS30_000000010206	spaS30_000000010206	spaS30	3065	0
spaS30_000000010207	spaS30_000000010207	spaS30	3065	1
spaS30_000000010207	mh_p110_000000089284	mh_p110	2731	1
spaS30_000000010208	spaS30_000000010208	spaS30	3065	0
spaS30_000000010210	spaS30_000000010210	spaS30	3064	0
spaS30_000000010211	spaS30_000000010211	spaS30	3064	0
spaS30_000000010212	spaS30_000000010212	spaS30	3064	0
spaS30_000000010213	spaS30_000000010213	spaS30	3064	0
spaS30_000000010215	spaS30_000000010215	spaS30	3062	0
spaS30_000000010217	spaS30_000000010217	spaS30	3062	0
spaS30_000000010218	spaS30_000000010218	spaS30	3061	1
spaS30_000000010218	mh_p110_000000055343	mh_p110	2687	1
spaS30_000000010218	spaS222_000000010200	spaS222	2515	1
spaS30_000000010218	spaS223_000000011828	spaS223	2515	1
spaS30_000000010219	spaS30_000000010219	spaS30	3061	0
spaS30_000000010220	spaS30_000000010220	spaS30	3059	0
spaS30_000000010221	spaS30_000000010221	spaS30	3059	0
spaS30_000000010222	spaS30_000000010222	spaS30	3059	1
spaS30_000000010222	mh_p110_000000053462	mh_p110	2698	1
spaS30_000000010223	spaS30_000000010223	spaS30	3059	0
spaS30_000000010224	spaS30_000000010224	spaS30	3058	1
spaS30_000000010224	mh_p110_000000043317	mh_p110	2857	1
spaS30_000000010225	spaS30_000000010225	spaS30	3058	0
spaS30_000000010226	spaS30_000000010226	spaS30	3058	0
spaS30_000000010227	spaS30_000000010227	spaS30	3058	0
spaS30_000000010228	spaS30_000000010228	spaS30	3058	0
spaS30_000000010230	spaS30_000000010230	spaS30	3057	0
spaS30_000000010231	spaS30_000000010231	spaS30	3057	0
spaS30_000000010232	spaS30_000000010232	spaS30	3057	0
spaS30_000000010233	spaS30_000000010233	spaS30	3056	0
spaS30_000000010234	spaS30_000000010234	spaS30	3056	0
spaS30_000000010235	spaS30_000000010235	spaS30	3056	0
spaS30_000000010236	spaS30_000000010236	spaS30	3056	0
spaS30_000000010237	spaS30_000000010237	spaS30	3056	0
spaS30_000000010238	spaS30_000000010238	spaS30	3056	0
spaS30_000000010239	spaS30_000000010239	spaS30	3056	0
spaS30_000000010240	spaS30_000000010240	spaS30	3055	0
spaS30_000000010241	spaS30_000000010241	spaS30	3055	0
spaS30_000000010242	spaS30_000000010242	spaS30	3055	0
spaS30_000000010243	spaS30_000000010243	spaS30	3054	0
spaS30_000000010244	spaS30_000000010244	spaS30	3054	1
spaS30_000000010244	spaS222_000000009142	spaS222	2843	1
spaS30_000000010245	spaS30_000000010245	spaS30	3054	0
spaS30_000000010247	spaS30_000000010247	spaS30	3053	0
spaS30_000000010248	spaS30_000000010248	spaS30	3053	0
spaS30_000000010249	spaS30_000000010249	spaS30	3053	0
spaS30_000000010250	spaS30_000000010250	spaS30	3053	0
spaS30_000000010251	spaS30_000000010251	spaS30	3053	1
spaS30_000000010251	mh_p110_000000038067	mh_p110	2936	1
spaS30_000000010252	spaS30_000000010252	spaS30	3053	0
spaS30_000000010253	spaS30_000000010253	spaS30	3052	0
spaS30_000000010254	spaS30_000000010254	spaS30	3052	0
spaS30_000000010255	spaS30_000000010255	spaS30	3052	0
spaS30_000000010256	spaS30_000000010256	spaS30	3052	0
spaS30_000000010257	spaS30_000000010257	spaS30	3052	0
spaS30_000000010258	spaS30_000000010258	spaS30	3051	0
spaS30_000000010259	spaS30_000000010259	spaS30	3051	0
spaS30_000000010260	spaS30_000000010260	spaS30	3050	0
spaS30_000000010261	spaS30_000000010261	spaS30	3050	0
spaS30_000000010262	spaS30_000000010262	spaS30	3050	0
spaS30_000000010263	spaS30_000000010263	spaS30	3050	0
spaS30_000000010264	spaS30_000000010264	spaS30	3049	0
spaS30_000000010265	spaS30_000000010265	spaS30	3049	0
spaS30_000000010266	spaS30_000000010266	spaS30	3049	0
spaS30_000000010267	spaS30_000000010267	spaS30	3049	0
spaS30_000000010269	spaS30_000000010269	spaS30	3048	0
spaS30_000000010270	spaS30_000000010270	spaS30	3048	0
spaS30_000000010271	spaS30_000000010271	spaS30	3048	0
spaS30_000000010272	spaS30_000000010272	spaS30	3048	0
spaS30_000000010274	spaS30_000000010274	spaS30	3048	0
spaS30_000000010275	spaS30_000000010275	spaS30	3047	0
spaS30_000000010276	spaS30_000000010276	spaS30	3047	0
spaS30_000000010277	spaS30_000000010277	spaS30	3047	0
spaS30_000000010278	spaS30_000000010278	spaS30	3046	0
spaS30_000000010279	spaS30_000000010279	spaS30	3046	0
spaS30_000000010280	spaS30_000000010280	spaS30	3046	0
spaS30_000000010281	spaS30_000000010281	spaS30	3046	0
spaS30_000000010282	spaS30_000000010282	spaS30	3045	0
spaS30_000000010283	spaS30_000000010283	spaS30	3045	0
spaS30_000000010284	spaS30_000000010284	spaS30	3044	0
spaS30_000000010285	spaS30_000000010285	spaS30	3044	0
spaS30_000000010286	spaS30_000000010286	spaS30	3044	0
spaS30_000000010287	spaS30_000000010287	spaS30	3044	0
spaS30_000000010288	spaS30_000000010288	spaS30	3044	0
spaS30_000000010289	spaS30_000000010289	spaS30	3043	0
spaS30_000000010290	spaS30_000000010290	spaS30	3042	0
spaS30_000000010292	spaS30_000000010292	spaS30	3041	0
spaS30_000000010293	spaS30_000000010293	spaS30	3041	0
spaS30_000000010294	spaS30_000000010294	spaS30	3040	1
spaS30_000000010294	mh_p110_000000031193	mh_p110	2996	1
spaS30_000000010295	spaS30_000000010295	spaS30	3040	0
spaS30_000000010296	spaS30_000000010296	spaS30	3039	0
spaS30_000000010298	spaS30_000000010298	spaS30	3039	0
spaS30_000000010299	spaS30_000000010299	spaS30	3038	0
spaS30_000000010301	spaS30_000000010301	spaS30	3037	0
spaS30_000000010302	spaS30_000000010302	spaS30	3037	0
spaS30_000000010304	spaS30_000000010304	spaS30	3036	0
spaS30_000000011105	spaS30_000000011105	spaS30	2842	0
spaS30_000000011106	spaS30_000000011106	spaS30	2842	0
spaS30_000000011107	spaS30_000000011107	spaS30	2841	0
spaS30_000000011108	spaS30_000000011108	spaS30	2841	0
spaS30_000000011109	spaS30_000000011109	spaS30	2841	0
spaS30_000000011110	spaS30_000000011110	spaS30	2840	0
spaS30_000000011111	spaS30_000000011111	spaS30	2840	0
spaS30_000000011112	spaS30_000000011112	spaS30	2840	0
spaS30_000000011113	spaS30_000000011113	spaS30	2840	0
spaS30_000000011114	spaS30_000000011114	spaS30	2840	0
spaS30_000000011116	spaS30_000000011116	spaS30	2840	0
spaS30_000000011117	spaS30_000000011117	spaS30	2840	0
spaS30_000000011118	spaS30_000000011118	spaS30	2839	0
spaS30_000000011120	spaS30_000000011120	spaS30	2839	0
spaS30_000000011121	spaS30_000000011121	spaS30	2839	0
spaS30_000000011122	spaS30_000000011122	spaS30	2839	0
spaS30_000000011123	spaS30_000000011123	spaS30	2838	0
spaS30_000000011124	spaS30_000000011124	spaS30	2838	0
spaS30_000000011125	spaS30_000000011125	spaS30	2838	0
spaS30_000000011126	spaS30_000000011126	spaS30	2838	0
spaS30_000000011127	spaS30_000000011127	spaS30	2838	0
spaS30_000000011128	spaS30_000000011128	spaS30	2837	0
spaS30_000000011129	spaS30_000000011129	spaS30	2837	0
spaS30_000000011130	spaS30_000000011130	spaS30	2837	0
spaS30_000000011131	spaS30_000000011131	spaS30	2837	0
spaS30_000000011132	spaS30_000000011132	spaS30	2837	0
spaS30_000000011133	spaS30_000000011133	spaS30	2837	0
spaS30_000000011134	spaS30_000000011134	spaS30	2837	0
spaS30_000000011135	spaS30_000000011135	spaS30	2837	0
spaS30_000000011136	spaS30_000000011136	spaS30	2837	0
spaS30_000000011138	spaS30_000000011138	spaS30	2836	0
spaS30_000000011139	spaS30_000000011139	spaS30	2836	0
spaS30_000000011141	spaS30_000000011141	spaS30	2835	0
spaS30_000000011142	spaS30_000000011142	spaS30	2835	0
spaS30_000000011143	spaS30_000000011143	spaS30	2835	0
spaS30_000000011144	spaS30_000000011144	spaS30	2835	0
spaS30_000000011146	spaS30_000000011146	spaS30	2834	0
spaS30_000000011147	spaS30_000000011147	spaS30	2834	1
spaS30_000000011147	spaS222_000000009923	spaS222	2590	1
spaS30_000000011148	spaS30_000000011148	spaS30	2834	0
spaS30_000000011149	spaS30_000000011149	spaS30	2834	0
spaS30_000000011150	spaS30_000000011150	spaS30	2833	0
spaS30_000000011151	spaS30_000000011151	spaS30	2833	0
spaS30_000000011153	spaS30_000000011153	spaS30	2833	0
spaS30_000000011155	spaS30_000000011155	spaS30	2833	0
spaS30_000000011156	spaS30_000000011156	spaS30	2832	0
spaS30_000000011157	spaS30_000000011157	spaS30	2830	0
spaS30_000000011158	spaS30_000000011158	spaS30	2830	0
spaS30_000000011159	spaS30_000000011159	spaS30	2830	0
spaS30_000000011160	spaS30_000000011160	spaS30	2829	0
spaS30_000000011161	spaS30_000000011161	spaS30	2829	1
spaS30_000000011161	spaS37_000000012149	spaS37	2425	1
spaS30_000000011162	spaS30_000000011162	spaS30	2829	0
spaS30_000000011163	spaS30_000000011163	spaS30	2829	0
spaS30_000000011164	spaS30_000000011164	spaS30	2829	0
spaS30_000000011165	spaS30_000000011165	spaS30	2829	0
spaS30_000000011166	spaS30_000000011166	spaS30	2829	0
spaS30_000000011167	spaS30_000000011167	spaS30	2829	0
spaS30_000000011168	spaS30_000000011168	spaS30	2828	1
spaS30_000000011168	spaS222_000000009188	spaS222	2828	1
spaS30_000000011168	spaS37_000000010389	spaS37	2828	1
spaS30_000000011168	spaS223_000000010533	spaS223	2828	1
spaS30_000000011169	spaS30_000000011169	spaS30	2828	0
spaS30_000000011170	spaS30_000000011170	spaS30	2828	1
spaS30_000000011170	mh_p110_000000074908	mh_p110	2666	1
spaS30_000000011171	spaS30_000000011171	spaS30	2828	0
spaS30_000000011172	spaS30_000000011172	spaS30	2827	0
spaS30_000000011173	spaS30_000000011173	spaS30	2826	1
spaS30_000000011173	spaS222_000000011161	spaS222	2284	1
spaS30_000000011173	spaS223_000000010538	spaS223	2826	1
spaS30_000000011174	spaS30_000000011174	spaS30	2826	0
spaS30_000000011176	spaS30_000000011176	spaS30	2826	0
spaS30_000000011177	spaS30_000000011177	spaS30	2825	0
spaS30_000000011178	spaS30_000000011178	spaS30	2825	0
spaS30_000000011179	spaS30_000000011179	spaS30	2825	0
spaS30_000000011180	spaS30_000000011180	spaS30	2825	0
spaS30_000000011181	spaS30_000000011181	spaS30	2824	0
spaS30_000000011182	spaS30_000000011182	spaS30	2823	0
spaS30_000000011183	spaS30_000000011183	spaS30	2823	0
spaS30_000000011184	spaS30_000000011184	spaS30	2823	0
spaS30_000000011185	spaS30_000000011185	spaS30	2823	0
spaS30_000000011186	spaS30_000000011186	spaS30	2823	0
spaS30_000000011187	spaS30_000000011187	spaS30	2823	0
spaS30_000000011188	spaS30_000000011188	spaS30	2822	0
spaS30_000000011189	spaS30_000000011189	spaS30	2822	0
spaS30_000000011190	spaS30_000000011190	spaS30	2822	0
spaS30_000000011191	spaS30_000000011191	spaS30	2822	1
spaS30_000000011191	mh_p110_000000060188	mh_p110	2784	1
spaS30_000000011192	spaS30_000000011192	spaS30	2821	0
spaS30_000000011193	spaS30_000000011193	spaS30	2821	0
spaS30_000000011194	spaS30_000000011194	spaS30	2821	0
spaS30_000000011195	spaS30_000000011195	spaS30	2821	0
spaS30_000000011196	spaS30_000000011196	spaS30	2821	0
spaS30_000000011199	spaS30_000000011199	spaS30	2820	0
spaS30_000000011200	spaS30_000000011200	spaS30	2820	0
spaS30_000000011201	spaS30_000000011201	spaS30	2820	1
spaS30_000000011201	mh_p110_000000045815	mh_p110	2647	1
spaS30_000000011202	spaS30_000000011202	spaS30	2819	0
spaS30_000000011203	spaS30_000000011203	spaS30	2819	0
spaS30_000000011204	spaS30_000000011204	spaS30	2819	0
spaS30_000000011906	spaS30_000000011906	spaS30	2665	0
spaS30_000000011907	spaS30_000000011907	spaS30	2665	1
spaS30_000000011907	spaS223_000000011367	spaS223	2616	1
spaS30_000000011908	spaS30_000000011908	spaS30	2665	0
spaS30_000000011909	spaS30_000000011909	spaS30	2665	0
spaS30_000000011911	spaS30_000000011911	spaS30	2664	0
spaS30_000000011912	spaS30_000000011912	spaS30	2664	0
spaS30_000000011913	spaS30_000000011913	spaS30	2664	0
spaS30_000000011914	spaS30_000000011914	spaS30	2664	1
spaS30_000000011914	mh_p110_000000021388	mh_p110	2663	1
spaS30_000000011915	spaS30_000000011915	spaS30	2664	1
spaS30_000000011915	mh_p110_000000038426	mh_p110	2658	1
spaS30_000000011916	spaS30_000000011916	spaS30	2663	0
spaS30_000000011917	spaS30_000000011917	spaS30	2663	0
spaS30_000000011918	spaS30_000000011918	spaS30	2663	0
spaS30_000000011919	spaS30_000000011919	spaS30	2663	0
spaS30_000000011920	spaS30_000000011920	spaS30	2663	0
spaS30_000000011923	spaS30_000000011923	spaS30	2662	1
spaS30_000000011923	mh_p110_000000036031	mh_p110	2318	1
spaS30_000000011924	spaS30_000000011924	spaS30	2662	1
spaS30_000000011924	spaS37_000000011042	spaS37	2662	1
spaS30_000000011925	spaS30_000000011925	spaS30	2662	0
spaS30_000000011926	spaS30_000000011926	spaS30	2662	0
spaS30_000000011927	spaS30_000000011927	spaS30	2662	0
spaS30_000000011928	spaS30_000000011928	spaS30	2661	0
spaS30_000000011929	spaS30_000000011929	spaS30	2661	1
spaS30_000000011929	mh_p110_000000007801	mh_p110	2590	1
spaS30_000000011930	spaS30_000000011930	spaS30	2661	0
spaS30_000000011931	spaS30_000000011931	spaS30	2661	0
spaS30_000000011933	spaS30_000000011933	spaS30	2660	0
spaS30_000000011934	spaS30_000000011934	spaS30	2660	0
spaS30_000000011935	spaS30_000000011935	spaS30	2660	0
spaS30_000000011936	spaS30_000000011936	spaS30	2659	0
spaS30_000000011937	spaS30_000000011937	spaS30	2659	0
spaS30_000000011939	spaS30_000000011939	spaS30	2659	0
spaS30_000000011940	spaS30_000000011940	spaS30	2659	0
spaS30_000000011941	spaS30_000000011941	spaS30	2659	0
spaS30_000000011942	spaS30_000000011942	spaS30	2659	0
spaS30_000000011944	spaS30_000000011944	spaS30	2658	0
spaS30_000000011945	spaS30_000000011945	spaS30	2658	0
spaS30_000000011946	spaS30_000000011946	spaS30	2658	0
spaS30_000000011947	spaS30_000000011947	spaS30	2657	0
spaS30_000000011948	spaS30_000000011948	spaS30	2657	0
spaS30_000000011949	spaS30_000000011949	spaS30	2656	0
spaS30_000000011950	spaS30_000000011950	spaS30	2656	0
spaS30_000000011951	spaS30_000000011951	spaS30	2656	0
spaS30_000000011952	spaS30_000000011952	spaS30	2655	0
spaS30_000000011953	spaS30_000000011953	spaS30	2655	0
spaS30_000000011954	spaS30_000000011954	spaS30	2655	0
spaS30_000000011955	spaS30_000000011955	spaS30	2655	0
spaS30_000000011957	spaS30_000000011957	spaS30	2654	0
spaS30_000000011958	spaS30_000000011958	spaS30	2654	0
spaS30_000000011959	spaS30_000000011959	spaS30	2654	0
spaS30_000000011960	spaS30_000000011960	spaS30	2654	0
spaS30_000000011961	spaS30_000000011961	spaS30	2653	0
spaS30_000000011962	spaS30_000000011962	spaS30	2653	0
spaS30_000000011963	spaS30_000000011963	spaS30	2653	0
spaS30_000000011964	spaS30_000000011964	spaS30	2652	0
spaS30_000000011965	spaS30_000000011965	spaS30	2652	0
spaS30_000000011966	spaS30_000000011966	spaS30	2651	0
spaS30_000000011967	spaS30_000000011967	spaS30	2651	0
spaS30_000000011968	spaS30_000000011968	spaS30	2651	0
spaS30_000000011969	spaS30_000000011969	spaS30	2651	0
spaS30_000000011970	spaS30_000000011970	spaS30	2651	0
spaS30_000000011971	spaS30_000000011971	spaS30	2651	0
spaS30_000000011972	spaS30_000000011972	spaS30	2651	0
spaS30_000000011973	spaS30_000000011973	spaS30	2650	0
spaS30_000000011974	spaS30_000000011974	spaS30	2650	0
spaS30_000000011975	spaS30_000000011975	spaS30	2650	0
spaS30_000000011976	spaS30_000000011976	spaS30	2650	0
spaS30_000000011979	spaS30_000000011979	spaS30	2649	0
spaS30_000000011980	spaS30_000000011980	spaS30	2649	0
spaS30_000000011981	spaS30_000000011981	spaS30	2649	0
spaS30_000000011982	spaS30_000000011982	spaS30	2649	0
spaS30_000000011983	spaS30_000000011983	spaS30	2649	0
spaS30_000000011984	spaS30_000000011984	spaS30	2649	0
spaS30_000000011985	spaS30_000000011985	spaS30	2649	0
spaS30_000000011986	spaS30_000000011986	spaS30	2648	0
spaS30_000000011987	spaS30_000000011987	spaS30	2648	0
spaS30_000000011989	spaS30_000000011989	spaS30	2648	0
spaS30_000000011990	spaS30_000000011990	spaS30	2648	0
spaS30_000000011991	spaS30_000000011991	spaS30	2647	1
spaS30_000000011991	spaS37_000000013726	spaS37	2150	1
spaS30_000000011993	spaS30_000000011993	spaS30	2647	0
spaS30_000000011994	spaS30_000000011994	spaS30	2647	0
spaS30_000000011995	spaS30_000000011995	spaS30	2646	0
spaS30_000000011996	spaS30_000000011996	spaS30	2646	0
spaS30_000000011998	spaS30_000000011998	spaS30	2645	0
spaS30_000000011999	spaS30_000000011999	spaS30	2645	0
spaS30_000000012000	spaS30_000000012000	spaS30	2645	0
spaS30_000000012001	spaS30_000000012001	spaS30	2645	0
spaS30_000000012003	spaS30_000000012003	spaS30	2644	0
spaS30_000000012004	spaS30_000000012004	spaS30	2644	0
spaS30_000000012606	spaS30_000000012606	spaS30	2536	0
spaS30_000000012609	spaS30_000000012609	spaS30	2536	0
spaS30_000000012610	spaS30_000000012610	spaS30	2536	0
spaS30_000000012611	spaS30_000000012611	spaS30	2536	0
spaS30_000000012612	spaS30_000000012612	spaS30	2536	0
spaS30_000000012613	spaS30_000000012613	spaS30	2536	0
spaS30_000000012614	spaS30_000000012614	spaS30	2535	0
spaS30_000000012615	spaS30_000000012615	spaS30	2535	1
spaS30_000000012615	spaS223_000000011725	spaS223	2535	1
spaS30_000000012616	spaS30_000000012616	spaS30	2535	0
spaS30_000000012617	spaS30_000000012617	spaS30	2535	0
spaS30_000000012618	spaS30_000000012618	spaS30	2535	0
spaS30_000000012619	spaS30_000000012619	spaS30	2535	0
spaS30_000000012620	spaS30_000000012620	spaS30	2535	0
spaS30_000000012621	spaS30_000000012621	spaS30	2535	0
spaS30_000000012622	spaS30_000000012622	spaS30	2535	0
spaS30_000000012623	spaS30_000000012623	spaS30	2535	0
spaS30_000000012624	spaS30_000000012624	spaS30	2534	0
spaS30_000000012625	spaS30_000000012625	spaS30	2534	0
spaS30_000000012626	spaS30_000000012626	spaS30	2533	0
spaS30_000000012627	spaS30_000000012627	spaS30	2533	0
spaS30_000000012628	spaS30_000000012628	spaS30	2533	0
spaS30_000000012629	spaS30_000000012629	spaS30	2533	0
spaS30_000000012630	spaS30_000000012630	spaS30	2533	0
spaS30_000000012631	spaS30_000000012631	spaS30	2533	0
spaS30_000000012632	spaS30_000000012632	spaS30	2533	0
spaS30_000000012633	spaS30_000000012633	spaS30	2532	1
spaS30_000000012633	spaS37_000000013240	spaS37	2229	1
spaS30_000000012634	spaS30_000000012634	spaS30	2532	1
spaS30_000000012634	spaS223_000000011741	spaS223	2532	1
spaS30_000000012636	spaS30_000000012636	spaS30	2532	0
spaS30_000000012637	spaS30_000000012637	spaS30	2532	0
spaS30_000000012640	spaS30_000000012640	spaS30	2532	0
spaS30_000000012642	spaS30_000000012642	spaS30	2531	0
spaS30_000000012643	spaS30_000000012643	spaS30	2531	1
spaS30_000000012643	spaS223_000000013201	spaS223	2262	1
spaS30_000000012644	spaS30_000000012644	spaS30	2531	0
spaS30_000000012645	spaS30_000000012645	spaS30	2531	0
spaS30_000000012646	spaS30_000000012646	spaS30	2530	0
spaS30_000000012647	spaS30_000000012647	spaS30	2530	0
spaS30_000000012648	spaS30_000000012648	spaS30	2530	0
spaS30_000000012649	spaS30_000000012649	spaS30	2530	1
spaS30_000000012649	mh_p110_000000091024	mh_p110	2168	1
spaS30_000000012650	spaS30_000000012650	spaS30	2529	0
spaS30_000000012651	spaS30_000000012651	spaS30	2529	0
spaS30_000000012652	spaS30_000000012652	spaS30	2529	0
spaS30_000000012653	spaS30_000000012653	spaS30	2529	0
spaS30_000000012654	spaS30_000000012654	spaS30	2529	0
spaS30_000000012655	spaS30_000000012655	spaS30	2528	0
spaS30_000000012656	spaS30_000000012656	spaS30	2528	0
spaS30_000000012658	spaS30_000000012658	spaS30	2528	0
spaS30_000000012659	spaS30_000000012659	spaS30	2528	0
spaS30_000000012660	spaS30_000000012660	spaS30	2527	0
spaS30_000000012661	spaS30_000000012661	spaS30	2527	0
spaS30_000000012662	spaS30_000000012662	spaS30	2527	0
spaS30_000000012663	spaS30_000000012663	spaS30	2527	0
spaS30_000000012664	spaS30_000000012664	spaS30	2527	0
spaS30_000000012665	spaS30_000000012665	spaS30	2527	0
spaS30_000000012666	spaS30_000000012666	spaS30	2527	0
spaS30_000000012667	spaS30_000000012667	spaS30	2527	0
spaS30_000000012668	spaS30_000000012668	spaS30	2526	1
spaS30_000000012668	spaS37_000000013969	spaS37	2110	1
spaS30_000000012670	spaS30_000000012670	spaS30	2526	1
spaS30_000000012670	mh_p110_000000089797	mh_p110	2079	1
spaS30_000000012671	spaS30_000000012671	spaS30	2526	0
spaS30_000000012672	spaS30_000000012672	spaS30	2525	0
spaS30_000000012673	spaS30_000000012673	spaS30	2525	0
spaS30_000000012674	spaS30_000000012674	spaS30	2525	0
spaS30_000000012675	spaS30_000000012675	spaS30	2525	0
spaS30_000000012676	spaS30_000000012676	spaS30	2525	0
spaS30_000000012677	spaS30_000000012677	spaS30	2525	0
spaS30_000000012678	spaS30_000000012678	spaS30	2525	0
spaS30_000000012679	spaS30_000000012679	spaS30	2525	0
spaS30_000000012681	spaS30_000000012681	spaS30	2524	0
spaS30_000000012682	spaS30_000000012682	spaS30	2524	0
spaS30_000000012683	spaS30_000000012683	spaS30	2523	0
spaS30_000000012684	spaS30_000000012684	spaS30	2523	0
spaS30_000000012685	spaS30_000000012685	spaS30	2523	0
spaS30_000000012687	spaS30_000000012687	spaS30	2523	0
spaS30_000000012688	spaS30_000000012688	spaS30	2522	0
spaS30_000000012689	spaS30_000000012689	spaS30	2522	0
spaS30_000000012691	spaS30_000000012691	spaS30	2521	0
spaS30_000000012692	spaS30_000000012692	spaS30	2521	0
spaS30_000000012693	spaS30_000000012693	spaS30	2521	0
spaS30_000000012694	spaS30_000000012694	spaS30	2521	0
spaS30_000000012695	spaS30_000000012695	spaS30	2521	0
spaS30_000000012696	spaS30_000000012696	spaS30	2521	0
spaS30_000000012697	spaS30_000000012697	spaS30	2521	0
spaS30_000000012699	spaS30_000000012699	spaS30	2520	0
spaS30_000000012700	spaS30_000000012700	spaS30	2520	0
spaS30_000000012701	spaS30_000000012701	spaS30	2519	1
spaS30_000000012701	spaS223_000000012284	spaS223	2426	1
spaS222_000000015699	spaS222_000000015699	spaS222	1594	0
spaS222_000000015701	spaS222_000000015701	spaS222	1594	0
spaS222_000000015702	spaS222_000000015702	spaS222	1594	0
spaS222_000000015703	spaS222_000000015703	spaS222	1594	0
spaS222_000000015704	spaS222_000000015704	spaS222	1594	0
spaS222_000000015705	spaS222_000000015705	spaS222	1594	0
spaS222_000000015706	spaS222_000000015706	spaS222	1594	0
spaS222_000000015707	spaS222_000000015707	spaS222	1594	0
spaS222_000000015709	spaS222_000000015709	spaS222	1593	0
spaS222_000000015710	spaS222_000000015710	spaS222	1593	0
spaS222_000000015711	spaS222_000000015711	spaS222	1593	0
spaS222_000000015712	spaS222_000000015712	spaS222	1593	0
spaS222_000000015713	spaS222_000000015713	spaS222	1593	0
spaS222_000000015714	spaS222_000000015714	spaS222	1593	0
spaS222_000000015715	spaS222_000000015715	spaS222	1593	0
spaS222_000000015716	spaS222_000000015716	spaS222	1593	0
spaS222_000000015717	spaS222_000000015717	spaS222	1593	0
spaS222_000000015719	spaS222_000000015719	spaS222	1592	0
spaS222_000000015720	spaS222_000000015720	spaS222	1592	0
spaS222_000000015721	spaS222_000000015721	spaS222	1592	0
spaS222_000000015722	spaS222_000000015722	spaS222	1592	0
spaS222_000000015724	spaS222_000000015724	spaS222	1591	0
spaS222_000000015725	spaS222_000000015725	spaS222	1591	0
spaS222_000000015726	spaS222_000000015726	spaS222	1591	0
spaS222_000000015727	spaS222_000000015727	spaS222	1591	0
spaS222_000000015729	spaS222_000000015729	spaS222	1591	0
