amr_gene	aro_call	n_samples
mh_p789___40686	vanT gene in vanG cluster	2
mh_p789___40849	vanT gene in vanG cluster	2
mh_p789___40852	vanG	2
mh_p789___417111	vanT gene in vanG cluster	2
mh_p789___425105	qacG	2
mh_p789___431146	vanW gene in vanI cluster	2
mh_p789___453386	vanW gene in vanI cluster	2
mh_p789___46147	vanT gene in vanG cluster	2
mh_p789___479589	adeF	2
mh_p789___493939	vanW gene in vanG cluster	2
mh_p789___517276	tetB(P)	2
mh_p789___522818	vanY gene in vanB cluster	2
mh_p789___53132	vanW gene in vanI cluster	2
mh_p789___531767	vanW gene in vanI cluster	2
mh_p789___532299	vanG	2
mh_p789___532560	vanY gene in vanG cluster	2
mh_p789___537653	vanT gene in vanG cluster	2
mh_p789___541492	vanG	2
mh_p789___548530	vanY gene in vanB cluster	2
mh_p789___557150	vanT gene in vanG cluster	2
mh_p789___558385	vanG	2
mh_p789___562116	vanH gene in vanO cluster	2
mh_p789___571940	vanW gene in vanI cluster	2
mh_p789___579976	tet(44)	2
mh_p789___581853	vanY gene in vanB cluster	2
mh_p789___581854	vanY gene in vanF cluster	2
mh_p789___584702	vanW gene in vanI cluster	2
mh_p789___584703	vanW gene in vanI cluster	2
mh_p789___586728	vanY gene in vanG cluster	2
mh_p789___602663	vanW gene in vanI cluster	2
mh_p789___608983	vanY gene in vanB cluster	2
mh_p789___614235	nimI	2
mh_p789___616848	vanT gene in vanG cluster	2
mh_p789___623359	vanW gene in vanI cluster	2
mh_p789___637123	vanW gene in vanI cluster	2
mh_p789___98571	vanW gene in vanI cluster	2
mh_p813___126422	lsaD	2
mh_p813___173843	vanY gene in vanM cluster	2
mh_p813___292029	mdeA	2
mh_p813___296265	norC	2
mh_p813___311222	vanW gene in vanI cluster	2
mh_p813___451258	vanY gene in vanA cluster	2
mh_p813___451259	vanY gene in vanF cluster	2
mh_p813___464530	vanH gene in vanD cluster	2
mh_p813___472796	vanH gene in vanD cluster	2
mh_p813___522253	sdrM	2
mh_p813___564892	vanY gene in vanA cluster	2
mh_p813___590079	vanT gene in vanG cluster	2
mh_p813___616621	vanW gene in vanG cluster	2
mh_p813___655898	vanW gene in vanI cluster	2
mh_p813___674737	sepA	2
mh_p813___691600	vanY gene in vanG cluster	2
mh_p860___27050	vanW gene in vanI cluster	2
mh_p860___89179	vanT gene in vanG cluster	2
mh_p860___92478	vanT gene in vanG cluster	2
mh_p894___146619	vanY gene in vanG cluster	2
mh_p894___163068	vanT gene in vanG cluster	2
mh_p894___164517	nimA	2
mh_p894___166697	qacG	2
mh_p894___168864	vanT gene in vanG cluster	2
mh_p894___215262	vanG	2
mh_p894___229925	vanY gene in vanB cluster	2
mh_p894___238655	AcrS	2
mh_p894___257976	vanH gene in vanO cluster	2
mh_p894___261839	vanT gene in vanG cluster	2
mh_p894___27543	Klebsiella pneumoniae KpnE	2
mh_p894___305763	vanT gene in vanG cluster	2
mh_p894___305765	vanT gene in vanG cluster	2
mh_p894___305766	vanXY gene in vanG cluster	2
mh_p894___305767	vanG	2
mh_p894___305833	vanH gene in vanB cluster	2
mh_p894___91306	vanH gene in vanB cluster	2
mh_p894___93784	vanW gene in vanI cluster	2
mh_p97___212308	vanW gene in vanG cluster	2
mh_p97___229654	CDD-1	2
mh_p97___45134	vanW gene in vanB cluster	2
mh_p97___80754	vanW gene in vanI cluster	2
spaS106___16715	efrA	2
spaS108___89787	vanY gene in vanM cluster	2
spaS122___77686	tet(32)	2
spaS127___132763	vanH gene in vanO cluster	2
spaS130___109813	vanY gene in vanF cluster	2
spaS130___174124	vanT gene in vanG cluster	2
spaS130___197447	vanXY gene in vanG cluster	2
spaS134___128539	vanY gene in vanB cluster	2
spaS139___105148	vanW gene in vanG cluster	2
spaS139___136418	vanY gene in vanB cluster	2
spaS139___63700	vanY gene in vanM cluster	2
spaS139___67852	vanG	2
spaS139___87905	qacJ	2
spaS155___52836	vanY gene in vanB cluster	2
spaS167___85695	vanY gene in vanM cluster	2
spaS171___79711	patA	2
spaS173___124136	vanY gene in vanB cluster	2
spaS176___30422	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	2
spaS184___89425	vanT gene in vanG cluster	2
spaS186___132220	vanW gene in vanI cluster	2
spaS194___232590	vanW gene in vanI cluster	2
spaS196___55954	vanG	2
spaS196___55955	vanXY gene in vanG cluster	2
spaS196___55956	vanT gene in vanG cluster	2
spaS196___56041	vanY gene in vanF cluster	2
spaS196___64764	vanT gene in vanG cluster	2
spaS198___76527	vanW gene in vanI cluster	2
spaS202___100145	tet(Q)	2
spaS202___138393	dfrA8	2
spaS211___12014	vanW gene in vanI cluster	2
spaS211___128842	vanW gene in vanI cluster	2
spaS211___171932	vanW gene in vanG cluster	2
spaS212___121824	vanT gene in vanG cluster	2
spaS214___85136	vanT gene in vanG cluster	2
spaS215___104153	adeF	2
spaS215___116115	vanT gene in vanG cluster	2
spaS215___40921	tet(36)	2
spaS216___62095	tet(Q)	2
spaS217___82323	vanT gene in vanG cluster	2
spaS218___81012	vanW gene in vanI cluster	2
spaS220___126625	vanY gene in vanB cluster	2
spaS221___165198	vanW gene in vanI cluster	2
spaS240___115309	vanT gene in vanC cluster	2
spaS257___122007	vanT gene in vanG cluster	2
spaS257___1258	vanT gene in vanG cluster	2
spaS257___198478	vanX gene in vanD cluster	2
spaS257___208747	vanW gene in vanI cluster	2
spaS257___223833	vanY gene in vanB cluster	2
spaS257___232967	vanXY gene in vanG cluster	2
spaS257___27981	vanW gene in vanI cluster	2
spaS257___61585	tet(36)	2
spaS258___110588	vanXY gene in vanG cluster	2
spaS258___152913	vanT gene in vanG cluster	2
spaS258___207264	vanT gene in vanG cluster	2
spaS258___208277	vanY gene in vanG cluster	2
spaS259___176254	cfrE	2
spaS259___21021	vanY gene in vanB cluster	2
spaS259___6823	poxtA	2
spaS262___89502	vanW gene in vanI cluster	2
spaS263___79754	vanW gene in vanI cluster	2
spaS264___102440	pmrA	2
spaS266___94143	CDD-2	2
spaS266___95330	cdeA	2
spaS266___97906	vanT gene in vanG cluster	2
spaS267___16574	vanW gene in vanI cluster	2
spaS267___167066	vanW gene in vanG cluster	2
spaS268___106118	vanY gene in vanB cluster	2
spaS268___120603	nimJ	2
spaS268___201776	vanW gene in vanI cluster	2
spaS268___247274	vanY gene in vanG cluster	2
spaS268___43497	LptD	2
spaS269___185174	vanT gene in vanG cluster	2
spaS269___211773	vanG	2
spaS271___88527	vanT gene in vanG cluster	2
spaS278___102504	vanY gene in vanB cluster	2
spaS278___82081	vanW gene in vanI cluster	2
spaS282___217590	vanY gene in vanG cluster	2
spaS282___230315	vanT gene in vanG cluster	2
spaS287___266404	vanY gene in vanF cluster	2
spaS287___290474	vanY gene in vanF cluster	2
spaS294___215711	vanW gene in vanI cluster	2
spaS295___323563	vanT gene in vanG cluster	2
spaS296___160102	vanW gene in vanI cluster	2
spaS296___194478	vanT gene in vanG cluster	2
spaS296___204674	vanG	2
spaS296___204675	vanW gene in vanG cluster	2
spaS296___232216	vanT gene in vanG cluster	2
spaS296___282796	vanY gene in vanB cluster	2
spaS298___91497	vanY gene in vanG cluster	2
spaS29___127119	vanY gene in vanG cluster	2
spaS300___103788	adeF	2
spaS47___46737	vanY gene in vanM cluster	2
spaS58___59543	poxtA	2
spaS5___202927	vanW gene in vanI cluster	2
spaS60___57564	vanH gene in vanO cluster	2
spaS65___150665	vanW gene in vanI cluster	2
spaS84___72297	vanY gene in vanB cluster	2
spaS85___119820	vanT gene in vanG cluster	2
spaS85___98425	vanG	2
spaS88___72709	vanY gene in vanB cluster	2
spaS92___60067	vanT gene in vanC cluster	2
spaS95___67000	vanT gene in vanG cluster	2
spaS9___53727	vanW gene in vanI cluster	2
spaS9___55232	vanT gene in vanG cluster	2
spaS9___57651	vanG	2
mh_p110___187484	vanY gene in vanG cluster	1
mh_p110___217015	vanY gene in vanG cluster	1
mh_p110___277347	vanW gene in vanB cluster	1
mh_p110___90950	vanW gene in vanI cluster	1
mh_p110___91954	vanH gene in vanO cluster	1
mh_p125___127792	vanW gene in vanI cluster	1
mh_p125___281619	vanW gene in vanI cluster	1
mh_p292___128401	vanY gene in vanG cluster	1
mh_p292___3442	vanW gene in vanI cluster	1
mh_p292___353353	vanT gene in vanG cluster	1
mh_p292___430840	vanW gene in vanI cluster	1
mh_p341___355	vanY gene in vanB cluster	1
mh_p408___151049	vanW gene in vanI cluster	1
mh_p408___155144	vanW gene in vanI cluster	1
mh_p408___192411	vanY gene in vanG cluster	1
mh_p408___2769	vanT gene in vanG cluster	1
mh_p408___33856	vanT gene in vanG cluster	1
mh_p523___131617	vanG	1
mh_p523___188647	crxA	1
mh_p523___191184	vanW gene in vanI cluster	1
mh_p523___233557	qacG	1
mh_p523___270072	vanY gene in vanB cluster	1
mh_p523___314983	vanY gene in vanB cluster	1
mh_p523___351102	vanW gene in vanI cluster	1
mh_p523___361670	vanW gene in vanI cluster	1
mh_p523___365695	vanT gene in vanG cluster	1
mh_p523___397827	vanY gene in vanG cluster	1
mh_p523___416410	vanT gene in vanG cluster	1
mh_p523___427918	nimG	1
mh_p584___101519	vanY gene in vanB cluster	1
mh_p584___175274	vanT gene in vanG cluster	1
mh_p584___187869	catQ	1
mh_p584___247242	vanY gene in vanG cluster	1
mh_p584___73106	vanY gene in vanG cluster	1
mh_p601___142553	vanG	1
mh_p601___142554	vanXY gene in vanG cluster	1
mh_p601___285610	vanY gene in vanB cluster	1
mh_p601___294128	nimG	1
mh_p601___339611	vanT gene in vanG cluster	1
mh_p601___352462	vanH gene in vanO cluster	1
mh_p601___378747	vanG	1
mh_p601___378748	vanXY gene in vanG cluster	1
mh_p601___378749	vanT gene in vanG cluster	1
mh_p601___53759	vanT gene in vanG cluster	1
mh_p644___131135	vanY gene in vanG cluster	1
mh_p722___198974	poxtA	1
mh_p722___205693	vanT gene in vanG cluster	1
mh_p722___217774	vanT gene in vanG cluster	1
mh_p789___128563	vanY gene in vanG cluster	1
mh_p789___160706	vanW gene in vanI cluster	1
mh_p789___162134	vanT gene in vanG cluster	1
mh_p789___164423	vanW gene in vanI cluster	1
mh_p789___177358	vanY gene in vanB cluster	1
mh_p789___263722	vanY gene in vanA cluster	1
mh_p789___26682	vanY gene in vanA cluster	1
mh_p789___267815	vanW gene in vanI cluster	1
mh_p789___272539	vanY gene in vanB cluster	1
mh_p789___28502	vanY gene in vanB cluster	1
mh_p789___285072	vanY gene in vanF cluster	1
mh_p789___291266	vanW gene in vanI cluster	1
mh_p789___301288	vanH gene in vanB cluster	1
mh_p789___304572	vanG	1
mh_p789___311199	vanT gene in vanG cluster	1
mh_p789___314726	vanW gene in vanI cluster	1
mh_p789___319358	vanW gene in vanI cluster	1
mh_p789___334751	vanW gene in vanI cluster	1
mh_p789___344030	vanT gene in vanG cluster	1
mh_p789___351619	tet(36)	1
mh_p789___369461	vanW gene in vanI cluster	1
mh_p789___379687	vanT gene in vanG cluster	1
mh_p789___400021	vanY gene in vanG cluster	1
mh_p789___414883	vanY gene in vanA cluster	1
mh_p789___419936	vanY gene in vanM cluster	1
mh_p789___472440	vanW gene in vanI cluster	1
mh_p789___480673	vanW gene in vanI cluster	1
mh_p789___490850	vanT gene in vanG cluster	1
mh_p789___498651	vanT gene in vanG cluster	1
mh_p789___540492	vanT gene in vanG cluster	1
mh_p789___549038	vanT gene in vanG cluster	1
mh_p789___557169	vanY gene in vanB cluster	1
mh_p789___570965	vanW gene in vanI cluster	1
mh_p789___575314	vanW gene in vanI cluster	1
mh_p789___586991	vanY gene in vanG cluster	1
mh_p789___596343	vanT gene in vanG cluster	1
mh_p789___600934	vanH gene in vanO cluster	1
mh_p789___625330	vanY gene in vanB cluster	1
mh_p789___625331	vanY gene in vanF cluster	1
mh_p789___635480	vanT gene in vanG cluster	1
mh_p789___73356	vanG	1
mh_p789___98098	vanY gene in vanB cluster	1
mh_p813___124213	nimA	1
mh_p813___17610	vanY gene in vanG cluster	1
mh_p813___190788	vanT gene in vanG cluster	1
mh_p813___219992	vanW gene in vanI cluster	1
mh_p813___277489	Vibrio anguillarum chloramphenicol acetyltransferase	1
mh_p813___29875	vanW gene in vanI cluster	1
mh_p813___336343	tet(O)	1
mh_p813___417056	vanY gene in vanM cluster	1
mh_p813___491607	vanY gene in vanB cluster	1
mh_p813___492892	vanW gene in vanI cluster	1
mh_p813___521235	vanW gene in vanI cluster	1
mh_p813___573291	vanT gene in vanG cluster	1
mh_p813___598037	vanY gene in vanG cluster	1
mh_p813___645306	vanY gene in vanG cluster	1
mh_p813___682959	vanW gene in vanI cluster	1
mh_p813___823	qacG	1
mh_p813___84686	vanT gene in vanG cluster	1
mh_p813___85010	vanY gene in vanM cluster	1
mh_p860___138522	vanY gene in vanM cluster	1
mh_p894___169255	vanH gene in vanO cluster	1
mh_p894___241361	vanW gene in vanI cluster	1
mh_p894___289485	vanW gene in vanI cluster	1
mh_p97___116635	vanY gene in vanG cluster	1
mh_p97___158899	vanW gene in vanI cluster	1
mh_p97___205525	vanY gene in vanG cluster	1
mh_p97___211584	vanY gene in vanB cluster	1
mh_p97___219	vanW gene in vanI cluster	1
mh_p97___92766	vanY gene in vanA cluster	1
spaS100___91171	mefH	1
spaS104___89725	vanY gene in vanG cluster	1
spaS106___15434	vanY gene in vanB cluster	1
spaS106___30976	vanY gene in vanB cluster	1
spaS106___36734	Enterococcus faecalis chloramphenicol acetyltransferase	1
spaS106___8096	AAC(6')-Iih	1
spaS108___79925	AAC(6')-Im	1
spaS108___86748	vanW gene in vanI cluster	1
spaS108___90761	smeR	1
spaS10___82252	vanT gene in vanG cluster	1
spaS115___23324	vanW gene in vanI cluster	1
spaS115___30907	vanW gene in vanI cluster	1
spaS115___43911	vanY gene in vanB cluster	1
spaS115___45220	vanY gene in vanB cluster	1
spaS115___47120	vanW gene in vanI cluster	1
spaS116___75720	vanT gene in vanG cluster	1
spaS11___55178	ACT-50	1
spaS124___102299	vanY gene in vanG cluster	1
spaS126___116672	vanW gene in vanI cluster	1
spaS129___29762	vanY gene in vanG cluster	1
spaS140___103919	vanXY gene in vanG cluster	1
spaS142___109349	vanW gene in vanI cluster	1
spaS142___69246	vanW gene in vanI cluster	1
spaS142___88107	tet(Q)	1
spaS142___98419	vanW gene in vanI cluster	1
spaS143___76762	vanW gene in vanI cluster	1
spaS147___88209	vanY gene in vanM cluster	1
spaS148___62318	vanT gene in vanC cluster	1
spaS153___144570	vanY gene in vanB cluster	1
spaS156___132026	vanT gene in vanG cluster	1
spaS156___137113	vanY gene in vanB cluster	1
spaS158___105077	vanY gene in vanB cluster	1
spaS158___126506	vanT gene in vanG cluster	1
spaS160___74447	vanT gene in vanG cluster	1
spaS161___124393	vanW gene in vanI cluster	1
spaS163___89245	vanT gene in vanG cluster	1
spaS16___102708	vanT gene in vanG cluster	1
spaS16___116721	catS	1
spaS16___14429	vanW gene in vanI cluster	1
spaS16___46995	vanT gene in vanG cluster	1
spaS16___52830	vanXY gene in vanG cluster	1
spaS16___55766	vanG	1
spaS16___98103	vanY gene in vanB cluster	1
spaS171___68915	vanY gene in vanB cluster	1
spaS171___81173	catS	1
spaS171___88045	patB	1
spaS172___70626	vanY gene in vanG cluster	1
spaS176___90483	vanY gene in vanG cluster	1
spaS177___88477	vanY gene in vanM cluster	1
spaS179___105658	tet(Q)	1
spaS179___136533	vanXY gene in vanG cluster	1
spaS183___129347	vanY gene in vanB cluster	1
spaS183___138828	vanW gene in vanI cluster	1
spaS184___181234	vanXY gene in vanG cluster	1
spaS185___37140	vanY gene in vanF cluster	1
spaS185___47770	nimE	1
spaS185___70136	OKP-B-1	1
spaS186___145667	vanW gene in vanI cluster	1
spaS186___157727	vanW gene in vanI cluster	1
spaS186___98130	vanT gene in vanG cluster	1
spaS188___141590	vanY gene in vanA cluster	1
spaS188___155971	vanY gene in vanB cluster	1
spaS188___82759	qacG	1
spaS192___85776	vanW gene in vanI cluster	1
spaS194___252647	vanY gene in vanG cluster	1
spaS194___253307	vanY gene in vanF cluster	1
spaS195___74785	vanT gene in vanG cluster	1
spaS196___133616	tet(32)	1
spaS196___137036	vanW gene in vanI cluster	1
spaS196___55957	vanT gene in vanG cluster	1
spaS196___70654	vanY gene in vanM cluster	1
spaS197___127774	vanY gene in vanB cluster	1
spaS199___159218	tet(44)	1
spaS200___82249	vanG	1
spaS200___85633	vanW gene in vanI cluster	1
spaS200___90760	vanW gene in vanI cluster	1
spaS202___100670	vanXY gene in vanG cluster	1
spaS202___103861	vanY gene in vanA cluster	1
spaS202___125222	vanW gene in vanI cluster	1
spaS202___138080	vanY gene in vanB cluster	1
spaS204___100418	vanW gene in vanB cluster	1
spaS205___101964	vanY gene in vanA cluster	1
spaS205___79354	patB	1
spaS207___119138	vanY gene in vanM cluster	1
spaS209___112800	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	1
spaS210___108432	vanT gene in vanG cluster	1
spaS210___133494	vanW gene in vanI cluster	1
spaS210___150016	vanW gene in vanI cluster	1
spaS211___167361	vanT gene in vanG cluster	1
spaS211___181518	vanXY gene in vanG cluster	1
spaS211___185760	vanY gene in vanB cluster	1
spaS212___121872	vanY gene in vanB cluster	1
spaS214___121873	vanW gene in vanI cluster	1
spaS214___47305	vanT gene in vanG cluster	1
spaS214___73089	vanW gene in vanI cluster	1
spaS214___85137	vanXY gene in vanG cluster	1
spaS214___85138	vanG	1
spaS214___85140	vanW gene in vanG cluster	1
spaS214___91869	vanY gene in vanB cluster	1
spaS214___99160	vanW gene in vanI cluster	1
spaS215___105287	vanG	1
spaS215___116112	vanW gene in vanG cluster	1
spaS215___116113	vanG	1
spaS215___116114	vanXY gene in vanG cluster	1
spaS215___142387	vanT gene in vanG cluster	1
spaS215___147783	vanY gene in vanB cluster	1
spaS215___168836	vanT gene in vanG cluster	1
spaS215___186067	vanT gene in vanG cluster	1
spaS215___204228	vanH gene in vanO cluster	1
spaS215___210306	poxtA	1
spaS215___228648	vanT gene in vanG cluster	1
spaS215___239562	vanW gene in vanI cluster	1
spaS215___85731	vanW gene in vanI cluster	1
spaS215___96553	vanY gene in vanB cluster	1
spaS216___108412	qacG	1
spaS216___189459	vanG	1
spaS216___72752	adeF	1
spaS217___113069	vanY gene in vanB cluster	1
spaS21___67968	vanT gene in vanG cluster	1
spaS221___118174	vanY gene in vanB cluster	1
spaS221___130442	vanT gene in vanG cluster	1
spaS221___186669	nimA	1
spaS221___78820	vanY gene in vanG cluster	1
spaS222___160117	vanY gene in vanG cluster	1
spaS223___137638	vanT gene in vanG cluster	1
spaS223___152812	nimG	1
spaS223___156207	vanY gene in vanG cluster	1
spaS223___157138	vanW gene in vanI cluster	1
spaS228___46561	vanG	1
spaS228___47275	vanW gene in vanB cluster	1
spaS229___95990	vanW gene in vanI cluster	1
spaS22___62365	vanY gene in vanF cluster	1
spaS22___69615	vanY gene in vanG cluster	1
spaS231___201432	vanW gene in vanI cluster	1
spaS235___42770	adeF	1
spaS236___78768	vanW gene in vanI cluster	1
spaS238___85040	vanW gene in vanI cluster	1
spaS23___100677	vanW gene in vanI cluster	1
spaS23___101946	vanW gene in vanI cluster	1
spaS23___73883	vanG	1
spaS23___97641	vanT gene in vanG cluster	1
spaS240___116733	vanW gene in vanI cluster	1
spaS244___103358	vanY gene in vanG cluster	1
spaS249___12968	acrD	1
spaS251___160017	ArnT	1
spaS256___122473	vanW gene in vanI cluster	1
spaS257___132578	vanW gene in vanI cluster	1
spaS257___133011	vanT gene in vanG cluster	1
spaS257___175295	vanR gene in vanD cluster	1
spaS257___175298	vanH gene in vanD cluster	1
spaS257___176037	vanY gene in vanM cluster	1
spaS257___179329	vanG	1
spaS257___180963	vanT gene in vanG cluster	1
spaS257___196223	vanW gene in vanG cluster	1
spaS257___197735	vanY gene in vanA cluster	1
spaS257___202094	vanW gene in vanI cluster	1
spaS257___220339	vanY gene in vanB cluster	1
spaS257___223075	vanY gene in vanB cluster	1
spaS257___231877	vanT gene in vanG cluster	1
spaS257___242499	vanY gene in vanB cluster	1
spaS257___45510	vanY gene in vanG cluster	1
spaS258___197855	kdpE	1
spaS258___230953	vanY gene in vanF cluster	1
spaS259___202819	vanH gene in vanO cluster	1
spaS259___50550	APH(2'')-Ig	1
spaS259___83761	vanT gene in vanG cluster	1
spaS264___119561	vanT gene in vanG cluster	1
spaS264___93609	vanY gene in vanG cluster	1
spaS267___113281	vanT gene in vanG cluster	1
spaS267___134746	vanT gene in vanG cluster	1
spaS267___162960	vanT gene in vanG cluster	1
spaS267___163592	vanY gene in vanB cluster	1
spaS267___203097	vanW gene in vanI cluster	1
spaS268___121109	vanT gene in vanG cluster	1
spaS268___124764	vanY gene in vanM cluster	1
spaS268___142807	vanT gene in vanG cluster	1
spaS268___175051	vanT gene in vanG cluster	1
spaS268___209418	vanW gene in vanI cluster	1
spaS268___209690	vanY gene in vanG cluster	1
spaS268___272117	vanT gene in vanG cluster	1
spaS268___69886	qacG	1
spaS269___225335	vanW gene in vanI cluster	1
spaS26___69721	vanW gene in vanI cluster	1
spaS272___143912	vanY gene in vanA cluster	1
spaS274___48664	vanXY gene in vanG cluster	1
spaS278___80899	vanY gene in vanF cluster	1
spaS278___90345	vanY gene in vanB cluster	1
spaS279___64147	vanT gene in vanG cluster	1
spaS282___199903	vanW gene in vanB cluster	1
spaS285___34668	vanY gene in vanB cluster	1
spaS285___97773	tet(W)	1
spaS286___81123	tet(W)	1
spaS287___296184	vanW gene in vanI cluster	1
spaS294___103874	vanW gene in vanI cluster	1
spaS294___245615	vanW gene in vanI cluster	1
spaS294___271999	vanW gene in vanI cluster	1
spaS295___331861	vanW gene in vanI cluster	1
spaS296___167735	vanY gene in vanB cluster	1
spaS296___199191	vanY gene in vanA cluster	1
spaS296___215739	vanY gene in vanA cluster	1
spaS296___225629	vanY gene in vanA cluster	1
spaS296___282795	vanY gene in vanB cluster	1
spaS296___310557	vanY gene in vanB cluster	1
spaS296___326566	vanW gene in vanI cluster	1
spaS296___359486	qacJ	1
spaS296___365038	vanY gene in vanF cluster	1
spaS296___369960	vanY gene in vanG cluster	1
spaS296___370031	vanW gene in vanI cluster	1
spaS296___370640	vanW gene in vanI cluster	1
spaS298___141187	vanW gene in vanI cluster	1
spaS300___149791	adeF	1
spaS32___92556	vanT gene in vanG cluster	1
spaS35___73052	vanT gene in vanG cluster	1
spaS37___138676	vanY gene in vanG cluster	1
spaS3___117642	OXA-244	1
spaS3___121354	vanW gene in vanI cluster	1
spaS3___136880	vanW gene in vanI cluster	1
spaS3___137914	vanT gene in vanG cluster	1
spaS3___138010	vanW gene in vanI cluster	1
spaS50___162916	tet(32)	1
spaS54___109619	vanT gene in vanG cluster	1
spaS59___129040	Klebsiella pneumoniae KpnF	1
spaS59___155264	vanW gene in vanI cluster	1
spaS5___214254	vanW gene in vanG cluster	1
spaS65___110791	catS	1
spaS65___136375	vanW gene in vanG cluster	1
spaS65___142525	vanT gene in vanG cluster	1
spaS65___149677	vanW gene in vanG cluster	1
spaS66___130731	vanY gene in vanB cluster	1
spaS69___3054	vanT gene in vanG cluster	1
spaS78___122791	vanY gene in vanG cluster	1
spaS78___169535	vanH gene in vanO cluster	1
spaS78___95742	vanG	1
spaS81___114457	vanT gene in vanG cluster	1
spaS86___55436	vanT gene in vanG cluster	1
spaS86___61795	vanY gene in vanB cluster	1
spaS86___71409	vanW gene in vanI cluster	1
spaS95___90813	qacG	1
spaS96___104677	nimI	1
spaS96___93118	vanY gene in vanB cluster	1
spaS98___51528	vanY gene in vanA cluster	1
spaS98___60876	vanT gene in vanG cluster	1
spaS98___61041	vanY gene in vanB cluster	1
spaS99___101482	vanY gene in vanB cluster	1
spaS99___58889	vanH gene in vanO cluster	1
spaS99___86745	vanY gene in vanB cluster	1
