whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
spaS58_000000001243	TRUE	FALSE	FALSE	1	1	12671	13	0	1	1	good MAG
spaS58_000000001253	FALSE	TRUE	FALSE	14	4	19998	149	0	12	12	good MAG
spaS58_000000001329	TRUE	FALSE	FALSE	3	1	37934	25	0	2	2	good MAG
spaS58_000000001473	FALSE	TRUE	FALSE	1	1	12140	18	0	1	1	good MAG
spaS58_000000001482	FALSE	TRUE	FALSE	1	1	12076	17	0	1	1	good MAG
spaS58_000000001489	FALSE	TRUE	FALSE	5	3	39216	30	0	5	5	good MAG
spaS58_000000001495	FALSE	TRUE	FALSE	1	1	11985	16	0	0	0	unbinned
spaS58_000000001501	FALSE	TRUE	FALSE	1	1	11965	8	0	0	0	unbinned
spaS58_000000001555	FALSE	TRUE	FALSE	3	1	9977	5	0	1	1	good MAG
spaS58_000000001571	FALSE	FALSE	TRUE	2	1	32846	29	1	2	2	good MAG
spaS58_000000001639	FALSE	TRUE	FALSE	3	2	41423	56	0	3	3	good MAG
spaS58_000000001658	FALSE	TRUE	FALSE	14	4	26076	23	0	1	1	good MAG
spaS58_000000001705	TRUE	FALSE	FALSE	2	1	28094	21	0	2	2	good MAG
spaS58_000000001712	TRUE	FALSE	FALSE	2	1	106064	94	0	2	2	good MAG
spaS58_000000001714	FALSE	TRUE	FALSE	1	1	10780	10	0	0	0	unbinned
spaS58_000000001717	FALSE	FALSE	TRUE	4	2	397334	307	1	4	4	good MAG
spaS58_000000001757	FALSE	TRUE	FALSE	5	1	9123	104	0	2	2	good MAG
spaS58_000000001782	TRUE	FALSE	FALSE	2	2	18076	17	0	2	2	good MAG
spaS58_000000001790	FALSE	TRUE	FALSE	5	1	27994	39	0	2	2	good MAG
spaS58_000000001844	TRUE	FALSE	FALSE	1	1	10153	12	0	1	1	good MAG
spaS58_000000001854	FALSE	TRUE	FALSE	1	1	10101	16	0	0	0	unbinned
spaS58_000000001875	FALSE	TRUE	FALSE	2	2	9989	22	0	1	1	good MAG
spaS58_000000001918	FALSE	FALSE	TRUE	6	1	56383	136	1	6	6	good MAG
spaS58_000000001927	FALSE	FALSE	TRUE	4	1	180157	148	1	4	4	good MAG
spaS58_000000001960	FALSE	TRUE	FALSE	1	1	9616	17	0	1	1	good MAG
spaS58_000000001973	TRUE	FALSE	FALSE	3	1	9578	14	0	2	2	good MAG
spaS58_000000002011	FALSE	FALSE	TRUE	5	2	76135	172	1	5	5	good MAG
spaS58_000000002040	TRUE	FALSE	FALSE	1	1	9311	5	0	0	0	unbinned
spaS58_000000002044	FALSE	TRUE	FALSE	1	1	9296	7	0	0	0	unbinned
spaS58_000000002114	FALSE	TRUE	FALSE	1	1	9038	5	0	1	1	good MAG
spaS58_000000002218	FALSE	TRUE	FALSE	4	1	8720	19	0	1	1	good MAG
spaS58_000000002294	TRUE	FALSE	FALSE	1	1	8452	11	0	0	0	unbinned
spaS58_000000002310	FALSE	TRUE	FALSE	3	1	8402	52	0	2	2	good MAG
spaS58_000000002321	TRUE	FALSE	FALSE	1	1	8370	8	0	0	0	unbinned
spaS58_000000002338	FALSE	TRUE	FALSE	1	1	8306	8	0	0	0	unbinned
spaS58_000000002369	TRUE	TRUE	FALSE	9	2	37769	32	0	2	2	good MAG
spaS58_000000002381	FALSE	TRUE	FALSE	1	1	8212	11	0	0	0	unbinned
spaS58_000000002451	FALSE	TRUE	FALSE	1	1	8003	17	0	0	0	unbinned
spaS58_000000002453	FALSE	FALSE	TRUE	1	1	37071	32	1	1	1	good MAG
spaS58_000000002464	FALSE	TRUE	FALSE	7	3	7969	40	0	1	1	good MAG
spaS58_000000002548	FALSE	TRUE	FALSE	1	1	7749	5	0	1	1	good MAG
spaS58_000000002565	TRUE	FALSE	FALSE	1	1	7707	7	0	0	0	unbinned
spaS58_000000002571	FALSE	FALSE	TRUE	1	1	7689	7	1	1	1	good MAG
spaS58_000000002592	TRUE	FALSE	FALSE	4	1	7644	30	0	0	0	unbinned
spaS58_000000002673	FALSE	TRUE	FALSE	2	2	7459	11	0	0	0	unbinned
spaS58_000000002699	TRUE	FALSE	FALSE	8	4	7389	19	0	0	0	unbinned
spaS58_000000002775	FALSE	TRUE	FALSE	1	1	7202	5	0	0	0	unbinned
spaS58_000000002783	TRUE	FALSE	FALSE	1	1	7171	5	0	1	1	good MAG
spaS58_000000002885	FALSE	TRUE	FALSE	1	1	6974	7	0	0	0	unbinned
spaS58_000000002916	TRUE	FALSE	FALSE	1	1	6929	8	0	0	0	unbinned
spaS58_000000002925	FALSE	TRUE	FALSE	1	1	6914	11	0	1	1	good MAG
spaS58_000000002989	FALSE	FALSE	TRUE	3	1	6772	57	1	2	2	good MAG
spaS58_000000003004	FALSE	FALSE	TRUE	5	2	300149	258	1	5	5	good MAG
spaS58_000000003022	FALSE	TRUE	FALSE	1	1	6690	2	0	1	1	good MAG
spaS58_000000003039	FALSE	TRUE	FALSE	2	2	6665	22	0	1	1	good MAG
spaS58_000000003089	FALSE	TRUE	FALSE	1	1	5284	1	0	0	0	unbinned
spaS58_000000003111	FALSE	FALSE	TRUE	2	1	5660	24	1	1	1	good MAG
spaS58_000000003139	FALSE	TRUE	FALSE	1	1	6446	19	0	0	0	unbinned
spaS58_000000003180	TRUE	FALSE	FALSE	1	1	6364	8	0	0	0	unbinned
spaS58_000000003256	FALSE	TRUE	FALSE	1	1	6256	6	0	1	1	good MAG
spaS58_000000003298	FALSE	TRUE	FALSE	2	2	6180	6	0	1	1	good MAG
spaS58_000000003348	TRUE	FALSE	FALSE	3	1	6084	20	0	1	1	good MAG
spaS58_000000003356	TRUE	FALSE	FALSE	2	2	6072	7	0	2	2	good MAG
spaS58_000000003363	FALSE	FALSE	TRUE	1	1	23674	20	1	1	1	good MAG
spaS58_000000003365	FALSE	TRUE	FALSE	2	1	7123	21	0	2	2	good MAG
spaS58_000000003396	TRUE	FALSE	FALSE	1	1	5994	8	0	0	0	unbinned
spaS58_000000003400	TRUE	FALSE	FALSE	1	1	5986	4	0	0	0	unbinned
spaS58_000000003407	FALSE	TRUE	FALSE	15	3	8435	11	0	11	11	good MAG
spaS58_000000003514	TRUE	FALSE	FALSE	5	1	43496	32	0	4	4	good MAG
spaS58_000000003530	FALSE	TRUE	FALSE	1	1	5788	11	0	0	0	unbinned
spaS58_000000003531	TRUE	FALSE	FALSE	1	1	5785	4	0	1	1	good MAG
spaS58_000000003539	FALSE	TRUE	FALSE	1	1	5773	8	0	0	0	unbinned
spaS58_000000003587	FALSE	TRUE	FALSE	1	1	5714	11	0	0	0	unbinned
spaS58_000000003599	FALSE	TRUE	FALSE	1	1	5697	3	0	0	0	unbinned
spaS58_000000003609	FALSE	TRUE	FALSE	2	2	5683	5	0	1	1	good MAG
spaS58_000000003628	FALSE	FALSE	TRUE	9	4	8434	41	1	6	6	good MAG
spaS58_000000003632	FALSE	FALSE	TRUE	3	1	76875	196	1	3	3	good MAG
spaS58_000000003656	FALSE	TRUE	FALSE	1	1	5616	4	0	1	1	good MAG
spaS58_000000003666	FALSE	TRUE	TRUE	2	1	8438	34	1	2	2	good MAG
spaS58_000000003681	FALSE	TRUE	FALSE	1	1	5588	7	0	0	0	unbinned
spaS58_000000003692	FALSE	TRUE	FALSE	1	1	5561	9	0	0	1	binned (low quality)
spaS58_000000003710	FALSE	TRUE	FALSE	1	1	5561	6	0	0	0	unbinned
spaS58_000000003722	FALSE	TRUE	FALSE	1	1	5551	3	0	0	0	unbinned
spaS58_000000003723	FALSE	FALSE	TRUE	4	2	9751	20	1	3	3	good MAG
spaS58_000000003764	TRUE	FALSE	FALSE	5	4	8282	9	0	2	2	good MAG
spaS58_000000003780	FALSE	TRUE	FALSE	3	1	5683	6	0	1	1	good MAG
spaS58_000000003811	TRUE	FALSE	FALSE	1	1	5410	7	0	0	0	unbinned
spaS58_000000003812	TRUE	FALSE	FALSE	2	1	14980	17	0	2	2	good MAG
spaS58_000000003818	FALSE	TRUE	FALSE	1	1	5405	8	0	0	0	unbinned
spaS58_000000003824	FALSE	TRUE	FALSE	1	1	5399	5	0	0	0	unbinned
spaS58_000000003837	TRUE	FALSE	FALSE	1	1	7859	7	0	1	1	good MAG
spaS58_000000003844	FALSE	TRUE	FALSE	1	1	11841	9	0	0	0	unbinned
spaS58_000000003868	FALSE	TRUE	FALSE	4	2	6303	25	0	1	1	good MAG
spaS58_000000003880	FALSE	TRUE	FALSE	4	1	9465	25	0	1	1	good MAG
spaS58_000000003882	TRUE	FALSE	FALSE	2	1	5319	8	0	1	1	good MAG
spaS58_000000003887	FALSE	TRUE	FALSE	1	1	5314	8	0	0	0	unbinned
spaS58_000000003906	FALSE	TRUE	FALSE	1	1	5294	7	0	1	1	good MAG
spaS58_000000003923	TRUE	FALSE	FALSE	5	2	92457	107	0	1	1	good MAG
spaS58_000000003964	TRUE	FALSE	FALSE	1	1	5231	4	0	0	0	unbinned
spaS58_000000004031	FALSE	TRUE	FALSE	2	2	5150	26	0	0	0	unbinned
spaS58_000000004044	TRUE	FALSE	FALSE	2	2	8184	9	0	0	0	unbinned
spaS58_000000004066	TRUE	FALSE	FALSE	1	1	5119	6	0	0	0	unbinned
spaS58_000000004081	FALSE	TRUE	FALSE	1	1	5108	7	0	0	0	unbinned
spaS58_000000004127	FALSE	TRUE	FALSE	1	1	5053	10	0	0	0	unbinned
spaS58_000000004155	FALSE	FALSE	TRUE	1	1	60030	52	1	1	1	good MAG
spaS58_000000004167	FALSE	TRUE	FALSE	1	1	5018	3	0	0	0	unbinned
spaS58_000000004169	TRUE	FALSE	FALSE	3	1	5016	34	0	1	1	good MAG
spaS58_000000004175	FALSE	TRUE	FALSE	2	2	8935	3	0	1	1	good MAG
spaS58_000000004235	FALSE	FALSE	TRUE	3	1	367136	285	1	3	3	good MAG
spaS58_000000004264	FALSE	TRUE	FALSE	4	2	8884	17	0	1	1	good MAG
spaS58_000000004287	FALSE	FALSE	TRUE	1	1	4884	3	1	1	1	good MAG
spaS58_000000004292	TRUE	FALSE	FALSE	2	1	4810	12	0	0	0	unbinned
spaS58_000000004395	TRUE	FALSE	FALSE	2	1	4780	22	0	1	1	good MAG
spaS58_000000004416	TRUE	FALSE	FALSE	2	1	4763	12	0	0	0	unbinned
spaS58_000000004432	FALSE	FALSE	TRUE	1	1	52638	40	1	1	1	good MAG
spaS58_000000004553	TRUE	FALSE	FALSE	2	1	37029	33	0	0	0	unbinned
spaS58_000000004587	TRUE	FALSE	FALSE	2	1	9747	9	0	1	1	good MAG
spaS58_000000004589	FALSE	FALSE	TRUE	3	1	69495	149	1	3	3	good MAG
spaS58_000000004635	FALSE	TRUE	FALSE	2	1	8106	13	0	1	1	good MAG
spaS58_000000004645	FALSE	TRUE	FALSE	3	1	8921	12	0	2	2	good MAG
spaS58_000000004682	FALSE	TRUE	FALSE	2	1	20654	29	0	1	1	good MAG
spaS58_000000004715	TRUE	FALSE	FALSE	2	1	7045	7	0	1	1	good MAG
spaS58_000000004777	TRUE	FALSE	FALSE	2	1	9429	8	0	1	1	good MAG
spaS58_000000004784	FALSE	TRUE	FALSE	2	2	8615	15	0	1	1	good MAG
spaS58_000000004875	FALSE	FALSE	TRUE	2	1	46016	47	1	1	1	good MAG
spaS58_000000004936	FALSE	FALSE	TRUE	2	1	37791	36	1	2	2	good MAG
spaS58_000000004962	TRUE	FALSE	FALSE	8	3	7929	19	0	5	5	good MAG
spaS58_000000004973	FALSE	TRUE	FALSE	7	1	7033	14	0	2	2	good MAG
spaS58_000000004978	FALSE	TRUE	FALSE	2	1	9734	34	0	0	0	unbinned
spaS58_000000005006	FALSE	FALSE	TRUE	2	1	43282	236	1	2	2	good MAG
spaS58_000000005099	FALSE	TRUE	FALSE	2	1	24817	31	0	1	1	good MAG
spaS58_000000005199	TRUE	FALSE	FALSE	1	1	5299	8	0	0	0	unbinned
spaS58_000000005233	TRUE	FALSE	FALSE	2	1	5218	5	0	0	1	binned (low quality)
spaS58_000000005252	FALSE	TRUE	FALSE	1	1	5956	6	0	0	0	unbinned
spaS58_000000005265	TRUE	FALSE	FALSE	1	1	27125	21	0	0	0	unbinned
spaS58_000000005268	FALSE	FALSE	TRUE	3	1	4106	33	1	2	2	good MAG
spaS58_000000005584	FALSE	FALSE	TRUE	1	1	9657	9	1	0	0	unbinned
spaS58_000000005738	FALSE	FALSE	TRUE	2	1	3785	191	1	1	1	good MAG
spaS58_000000005950	FALSE	FALSE	TRUE	1	1	8309	8	1	0	0	unbinned
spaS58_000000005977	FALSE	FALSE	TRUE	4	2	19325	22	1	3	3	good MAG
spaS58_000000006134	FALSE	FALSE	TRUE	2	1	48171	40	1	2	2	good MAG
spaS58_000000006135	TRUE	FALSE	FALSE	2	1	7253	5	0	1	1	good MAG
spaS58_000000006241	TRUE	FALSE	FALSE	2	1	9021	12	0	2	2	good MAG
spaS58_000000006278	FALSE	FALSE	TRUE	3	1	70992	42	1	3	3	good MAG
spaS58_000000006345	TRUE	FALSE	FALSE	2	1	13943	13	0	0	0	unbinned
spaS58_000000006346	FALSE	FALSE	TRUE	4	1	56072	149	1	4	4	good MAG
spaS58_000000006356	TRUE	FALSE	FALSE	1	1	5575	9	0	0	0	unbinned
spaS58_000000006364	FALSE	FALSE	TRUE	1	1	9159	10	1	1	1	good MAG
spaS58_000000006496	FALSE	FALSE	TRUE	1	1	422370	336	1	1	1	good MAG
spaS58_000000006529	FALSE	FALSE	TRUE	2	1	9313	63	1	1	1	good MAG
spaS58_000000006582	FALSE	TRUE	FALSE	2	1	7736	6	0	2	2	good MAG
spaS58_000000006731	FALSE	TRUE	FALSE	4	2	9273	89	0	0	1	binned (low quality)
spaS58_000000006769	FALSE	FALSE	TRUE	8	4	9569	50	2	7	7	good MAG
spaS58_000000006915	FALSE	TRUE	FALSE	1	1	5571	4	0	0	0	unbinned
spaS58_000000006990	FALSE	FALSE	TRUE	10	3	6816	10	2	0	0	unbinned
spaS58_000000007200	FALSE	FALSE	TRUE	2	1	17525	152	2	2	2	good MAG
spaS58_000000007272	TRUE	FALSE	FALSE	1	1	7621	7	0	0	0	unbinned
spaS58_000000007431	FALSE	TRUE	FALSE	3	1	5452	35	0	3	3	good MAG
spaS58_000000007480	FALSE	FALSE	TRUE	1	1	3004	4	1	0	0	unbinned
spaS58_000000007522	FALSE	TRUE	FALSE	3	1	6882	8	0	0	0	unbinned
spaS58_000000007719	TRUE	FALSE	FALSE	1	1	15670	16	0	0	0	unbinned
spaS58_000000007785	FALSE	TRUE	FALSE	2	2	5866	7	0	2	2	good MAG
spaS58_000000007814	FALSE	FALSE	TRUE	3	1	8696	9	1	1	1	good MAG
spaS58_000000007856	FALSE	TRUE	FALSE	2	1	5786	16	0	0	0	unbinned
spaS58_000000007869	TRUE	FALSE	FALSE	2	1	2872	13	0	1	1	good MAG
spaS58_000000007960	TRUE	FALSE	FALSE	39	6	23744	26	0	1	1	good MAG
spaS58_000000007961	TRUE	FALSE	FALSE	2	1	8847	5	0	1	1	good MAG
spaS58_000000008005	FALSE	TRUE	FALSE	6	2	2825	19	0	1	1	good MAG
spaS58_000000008010	FALSE	TRUE	FALSE	2	1	9066	17	0	1	1	good MAG
spaS58_000000008048	FALSE	TRUE	FALSE	1	1	5136	11	0	0	0	unbinned
spaS58_000000008113	FALSE	FALSE	TRUE	2	1	2791	5	1	0	0	unbinned
spaS58_000000008128	FALSE	FALSE	TRUE	1	1	2788	2	1	0	0	unbinned
spaS58_000000008176	FALSE	TRUE	FALSE	2	1	5847	13	0	0	0	unbinned
spaS58_000000008191	FALSE	TRUE	FALSE	3	1	6510	9	0	2	2	good MAG
spaS58_000000008260	TRUE	FALSE	FALSE	2	1	4594	15	0	0	0	unbinned
spaS58_000000008277	FALSE	TRUE	FALSE	3	1	8296	9	0	0	0	unbinned
spaS58_000000008339	FALSE	FALSE	TRUE	4	1	90144	84	1	4	4	good MAG
spaS58_000000008373	TRUE	FALSE	FALSE	2	1	12566	7	0	1	1	good MAG
spaS58_000000008395	TRUE	FALSE	FALSE	1	1	5111	8	0	0	0	unbinned
spaS58_000000008467	FALSE	TRUE	FALSE	2	1	9908	2	0	1	1	good MAG
spaS58_000000008514	FALSE	TRUE	FALSE	3	2	99168	83	0	0	0	unbinned
spaS58_000000008649	FALSE	TRUE	FALSE	3	1	7611	17	0	1	1	good MAG
spaS58_000000008758	FALSE	TRUE	FALSE	2	1	2615	19	0	0	0	unbinned
spaS58_000000008788	TRUE	FALSE	FALSE	2	1	7723	10	0	0	0	unbinned
spaS58_000000008819	FALSE	TRUE	FALSE	3	2	5457	34	0	0	0	unbinned
spaS58_000000008855	TRUE	TRUE	FALSE	2	1	6199	5	0	0	0	unbinned
spaS58_000000008935	TRUE	FALSE	FALSE	2	1	6111	9	0	0	0	unbinned
spaS58_000000009007	TRUE	FALSE	FALSE	2	1	5009	9	0	0	0	unbinned
spaS58_000000009155	FALSE	FALSE	TRUE	1	1	2512	3	1	0	0	unbinned
spaS58_000000009220	FALSE	TRUE	FALSE	2	1	2496	24	0	0	0	unbinned
spaS58_000000009497	TRUE	FALSE	FALSE	2	1	5944	5	0	1	1	good MAG
spaS58_000000009535	FALSE	TRUE	FALSE	3	1	7961	9	0	0	0	unbinned
spaS58_000000009559	TRUE	FALSE	FALSE	4	2	6376	9	0	3	3	good MAG
spaS58_000000009639	FALSE	TRUE	FALSE	5	4	7769	98	0	1	1	good MAG
spaS58_000000009686	FALSE	TRUE	FALSE	1	1	5111	16	0	0	0	unbinned
spaS58_000000009710	TRUE	FALSE	FALSE	3	1	4412	16	0	3	3	good MAG
spaS58_000000009827	FALSE	FALSE	TRUE	1	1	16085	16	1	1	1	good MAG
spaS58_000000009837	FALSE	TRUE	FALSE	2	1	8008	10	0	0	1	binned (low quality)
spaS58_000000009905	TRUE	FALSE	FALSE	2	2	9937	9	0	0	0	unbinned
spaS58_000000009936	FALSE	TRUE	FALSE	2	1	6213	4	0	0	0	unbinned
spaS58_000000009978	TRUE	FALSE	FALSE	2	1	2319	10	0	1	1	good MAG
spaS58_000000009989	FALSE	TRUE	FALSE	2	1	5881	1	0	0	0	unbinned
spaS58_000000010055	FALSE	TRUE	FALSE	2	1	2304	23	0	0	0	unbinned
spaS58_000000010112	FALSE	TRUE	FALSE	7	2	7187	8	0	0	0	unbinned
spaS58_000000010137	FALSE	TRUE	FALSE	1	1	8467	11	0	1	1	good MAG
spaS58_000000010193	FALSE	TRUE	FALSE	1	1	5109	7	0	1	1	good MAG
spaS58_000000010245	FALSE	FALSE	TRUE	1	1	2264	2	1	0	0	unbinned
spaS58_000000010263	FALSE	TRUE	FALSE	14	1	7325	26	0	4	4	good MAG
spaS58_000000010312	FALSE	TRUE	FALSE	2	1	2253	10	0	0	0	unbinned
spaS58_000000010368	FALSE	TRUE	FALSE	2	1	5146	10	0	0	1	binned (low quality)
spaS58_000000010453	FALSE	FALSE	TRUE	1	1	7532	7	1	0	0	unbinned
spaS58_000000010539	FALSE	TRUE	FALSE	3	1	2213	13	0	0	1	binned (low quality)
spaS58_000000010758	TRUE	FALSE	FALSE	3	1	7086	7	0	3	3	good MAG
spaS58_000000010854	FALSE	TRUE	FALSE	2	1	7188	8	0	0	1	binned (low quality)
spaS58_000000010858	TRUE	FALSE	FALSE	7	1	9013	8	0	0	0	unbinned
spaS58_000000010899	TRUE	FALSE	FALSE	8	4	9184	35	0	4	4	good MAG
spaS58_000000010918	FALSE	FALSE	TRUE	1	1	7206	7	1	1	1	good MAG
spaS58_000000011145	FALSE	TRUE	FALSE	2	1	7816	25	0	0	0	unbinned
spaS58_000000011217	TRUE	FALSE	TRUE	4	2	36560	39	1	0	0	unbinned
spaS58_000000011237	TRUE	FALSE	FALSE	2	1	7254	5	0	1	1	good MAG
spaS58_000000011349	FALSE	FALSE	TRUE	2	1	3360	3	1	2	2	good MAG
spaS58_000000011372	TRUE	FALSE	FALSE	2	1	8812	9	0	1	1	good MAG
spaS58_000000011491	TRUE	FALSE	FALSE	2	1	6041	5	0	1	1	good MAG
spaS58_000000011533	TRUE	FALSE	TRUE	2	1	6283	4	1	0	1	binned (low quality)
spaS58_000000011569	FALSE	FALSE	TRUE	1	1	14136	14	2	1	1	good MAG
spaS58_000000011807	FALSE	FALSE	TRUE	4	1	81216	69	1	3	3	good MAG
spaS58_000000012238	TRUE	FALSE	FALSE	2	1	18840	22	0	0	0	unbinned
spaS58_000000012244	FALSE	FALSE	TRUE	2	1	148819	124	1	2	2	good MAG
spaS58_000000012260	FALSE	TRUE	FALSE	3	1	9781	24	0	1	1	good MAG
spaS58_000000012273	FALSE	FALSE	TRUE	1	1	1934	2	1	0	0	unbinned
spaS58_000000012336	TRUE	FALSE	FALSE	1	1	5257	5	0	1	1	good MAG
spaS58_000000012361	TRUE	FALSE	FALSE	5	3	6700	23	0	4	4	good MAG
spaS58_000000012533	FALSE	TRUE	FALSE	3	1	5256	8	0	0	0	unbinned
spaS58_000000012571	TRUE	FALSE	FALSE	2	1	7717	13	0	1	1	good MAG
spaS58_000000012583	TRUE	FALSE	FALSE	1	1	7045	9	0	0	0	unbinned
spaS58_000000012652	FALSE	FALSE	TRUE	2	1	91058	226	1	2	2	good MAG
spaS58_000000012888	FALSE	TRUE	FALSE	2	1	5483	21	0	0	0	unbinned
spaS58_000000013047	FALSE	FALSE	TRUE	2	1	1815	11	1	1	1	good MAG
spaS58_000000013121	FALSE	TRUE	FALSE	2	1	1824	20	0	0	0	unbinned
spaS58_000000013152	TRUE	FALSE	FALSE	2	1	3003	14	0	1	1	good MAG
spaS58_000000013234	FALSE	FALSE	TRUE	2	1	4198	3	1	1	1	good MAG
spaS58_000000013296	FALSE	TRUE	FALSE	1	1	6310	4	0	1	1	good MAG
spaS58_000000013482	TRUE	FALSE	FALSE	4	1	11861	7	0	0	0	unbinned
spaS58_000000013543	FALSE	TRUE	FALSE	1	1	6148	1	0	0	0	unbinned
spaS58_000000013778	FALSE	FALSE	TRUE	1	1	1749	3	1	0	0	unbinned
spaS58_000000013809	TRUE	FALSE	FALSE	2	1	6922	9	0	1	1	good MAG
spaS58_000000013881	FALSE	FALSE	TRUE	1	1	1737	2	1	0	0	unbinned
spaS58_000000013993	FALSE	TRUE	FALSE	2	1	8492	9	0	0	0	unbinned
spaS58_000000014004	FALSE	TRUE	FALSE	2	1	5306	7	0	0	0	unbinned
spaS58_000000014108	TRUE	FALSE	FALSE	2	1	4644	12	0	1	1	good MAG
spaS58_000000014192	TRUE	TRUE	FALSE	4	2	8310	9	0	0	0	unbinned
spaS58_000000014405	TRUE	FALSE	FALSE	2	1	5926	16	0	1	1	good MAG
spaS58_000000014454	TRUE	FALSE	FALSE	4	2	7380	10	0	0	0	unbinned
spaS58_000000014618	FALSE	FALSE	TRUE	2	1	3004	2	1	0	1	binned (low quality)
spaS58_000000014635	FALSE	TRUE	FALSE	2	1	8036	8	0	0	0	unbinned
spaS58_000000014807	FALSE	FALSE	TRUE	1	1	36743	32	1	1	1	good MAG
spaS58_000000014888	TRUE	FALSE	FALSE	5	2	9613	9	0	4	4	good MAG
spaS58_000000014909	TRUE	FALSE	FALSE	2	1	7401	6	0	1	1	good MAG
spaS58_000000014950	FALSE	TRUE	TRUE	3	2	56633	76	1	3	3	good MAG
spaS58_000000015271	TRUE	FALSE	FALSE	3	1	6190	6	0	1	1	good MAG
spaS58_000000015570	TRUE	FALSE	FALSE	7	1	9702	12	0	0	0	unbinned
spaS58_000000015585	TRUE	FALSE	FALSE	1	1	5782	6	0	1	1	good MAG
spaS58_000000015604	TRUE	FALSE	FALSE	2	2	14040	16	0	0	0	unbinned
spaS58_000000015631	FALSE	FALSE	TRUE	3	1	4318	3	1	0	0	unbinned
spaS58_000000015881	FALSE	TRUE	FALSE	2	1	5406	12	0	0	0	unbinned
spaS58_000000016148	TRUE	FALSE	FALSE	2	1	7445	7	0	0	0	unbinned
spaS58_000000016329	TRUE	FALSE	FALSE	2	1	6073	8	0	1	1	good MAG
spaS58_000000016331	FALSE	TRUE	FALSE	4	2	7607	9	0	0	0	unbinned
spaS58_000000016438	TRUE	FALSE	FALSE	2	1	8557	10	0	1	1	good MAG
spaS58_000000016462	FALSE	TRUE	FALSE	3	2	6436	32	0	0	0	unbinned
spaS58_000000016759	FALSE	TRUE	FALSE	5	2	38712	52	0	1	1	good MAG
spaS58_000000017108	FALSE	FALSE	TRUE	4	2	9962	27	1	3	3	good MAG
spaS58_000000017165	TRUE	FALSE	FALSE	3	1	5438	7	0	1	2	good MAG
spaS58_000000017554	FALSE	FALSE	TRUE	1	1	1407	2	1	0	0	unbinned
spaS58_000000017617	FALSE	TRUE	FALSE	2	1	5097	6	0	0	0	unbinned
spaS58_000000017810	TRUE	FALSE	FALSE	1	1	7066	5	0	0	0	unbinned
spaS58_000000017822	FALSE	TRUE	FALSE	2	1	7017	6	0	1	1	good MAG
spaS58_000000018253	FALSE	TRUE	FALSE	2	1	6500	6	0	1	1	good MAG
spaS58_000000018409	TRUE	FALSE	FALSE	5	1	5266	7	0	0	0	unbinned
spaS58_000000018592	TRUE	FALSE	FALSE	3	1	2024	16	0	0	0	unbinned
spaS58_000000018615	TRUE	FALSE	FALSE	2	2	9953	9	0	2	2	good MAG
spaS58_000000018666	FALSE	FALSE	TRUE	3	2	47686	38	1	3	3	good MAG
spaS58_000000018685	FALSE	FALSE	TRUE	2	2	1331	2	1	0	0	unbinned
spaS58_000000018940	FALSE	TRUE	FALSE	1	1	12413	32	0	0	0	unbinned
spaS58_000000019070	TRUE	FALSE	FALSE	6	1	19510	17	0	0	0	unbinned
spaS58_000000019093	FALSE	TRUE	FALSE	2	1	67033	67	0	1	1	good MAG
spaS58_000000019135	TRUE	FALSE	TRUE	2	1	5634	26	1	2	2	good MAG
spaS58_000000019469	TRUE	FALSE	FALSE	3	1	5898	8	0	0	0	unbinned
spaS58_000000019497	FALSE	TRUE	FALSE	1	1	5998	8	0	1	1	good MAG
spaS58_000000019652	TRUE	FALSE	FALSE	2	1	7191	12	0	1	1	good MAG
spaS58_000000019685	TRUE	FALSE	FALSE	3	1	23988	17	0	3	3	good MAG
spaS58_000000019812	FALSE	TRUE	FALSE	2	1	6210	6	0	1	1	good MAG
spaS58_000000019929	FALSE	FALSE	TRUE	4	3	1259	1	1	0	0	unbinned
spaS58_000000020000	FALSE	TRUE	FALSE	1	1	5272	5	0	0	0	unbinned
spaS58_000000020160	TRUE	FALSE	FALSE	2	1	5797	6	0	1	1	good MAG
spaS58_000000020232	FALSE	FALSE	TRUE	1	1	1242	2	1	0	0	unbinned
spaS58_000000020261	FALSE	TRUE	FALSE	2	1	5353	3	0	0	0	unbinned
spaS58_000000020282	FALSE	TRUE	FALSE	2	1	6379	6	0	1	1	good MAG
spaS58_000000020364	FALSE	TRUE	FALSE	1	1	6179	10	0	1	1	good MAG
spaS58_000000020391	TRUE	FALSE	FALSE	4	2	5749	13	0	3	3	good MAG
spaS58_000000020449	FALSE	TRUE	FALSE	1	1	5115	6	0	0	0	unbinned
spaS58_000000020748	FALSE	TRUE	FALSE	2	1	8134	11	0	0	0	unbinned
spaS58_000000020839	FALSE	FALSE	TRUE	1	1	1210	3	1	0	0	unbinned
spaS58_000000021034	TRUE	FALSE	FALSE	1	1	6013	5	0	0	0	unbinned
spaS58_000000021086	TRUE	FALSE	FALSE	2	1	8261	6	0	1	1	good MAG
spaS58_000000021300	FALSE	TRUE	FALSE	1	1	5648	9	0	1	1	good MAG
spaS58_000000021371	TRUE	FALSE	FALSE	1	1	5366	8	0	0	0	unbinned
spaS58_000000021932	TRUE	FALSE	FALSE	2	2	8937	6	0	2	2	good MAG
spaS58_000000022101	FALSE	FALSE	TRUE	3	1	443133	365	1	2	2	good MAG
